,title,filename,question,sentence,summarized_paragraph,sec_id,par_id,data_rule_1,extra_rule_1,bool_rule_1,data_rule_2,extra_rule_2,bool_rule_2,data_rule_3,extra_rule_3,bool_rule_3
1587,Copenhagen Interpretation of Quantum Mechanics,stanford.library.sydney.edu.au/entries/qm-copenhagen/index.html,bohr's view was that truth conditions of sentences ascribing a certain kinematic or dynamic value to an atomic object are dependent on what apparatus?,"bohr’s view was, to phrase it in a modern philosophical jargon, that the truth conditions of sentences ascribing a certain kinematic or dynamic value to an atomic object are dependent on the apparatus involved.","Complementarity is first and foremost a semantic and epistemological reading of quantum mechanics that carries certain ontological implications. Bohr’s view was, to phrase it in a modern philosophical jargon, that the truth conditions of sentences ascribing a certain kinematic or dynamic value to an atomic object are dependent on the apparatus involved. These truth conditions have to include reference to the experimental setup as well as the actual outcome of the experiment. This claim is called Bohr's indefinability thesis.",4.0,10.0,"{'software': {'name': 'GrammarBot', 'version': '4.3.1', 'apiVersion': 1, 'premium': False, 'premiumHint': ""You might be missing errors only the Premium version can find. Upgrade to see what you're missing."", 'status': ''}, 'warnings': {'incompleteResults': False}, 'language': {'name': 'English (US)', 'code': 'en-US', 'detectedLanguage': {'name': 'English (US)', 'code': 'en-US'}}, 'matches': [{'message': 'Possible spelling mistake found', 'shortMessage': 'Spelling mistake', 'replacements': [{'value': 'Bohr'}, {'value': 'Boer'}, {'value': 'boar'}, {'value': 'boor'}, {'value': 'BHR'}, {'value': 'BOH'}], 'offset': 0, 'length': 4, 'context': {'text': ""bohr's view was that truth conditions of sen..."", 'offset': 0, 'length': 4}, 'sentence': ""bohr's view was that truth conditions of sentences ascribing a certain kinematic or dynamic value to an atomic object are dependent on what apparatus?"", 'type': {'typeName': 'Other'}, 'rule': {'id': 'MORFOLOGIK_RULE_EN_US', 'description': 'Possible spelling mistake', 'issueType': 'misspelling', 'category': {'id': 'TYPOS', 'name': 'Possible Typo'}}}]}",['TYPOS'],False,"[{'token': what, 'tag': 'WP'}]",,True,"[{'text': 'bohr', 'label': 'ORG'}]",,True
1590,Copenhagen Interpretation of Quantum Mechanics,stanford.library.sydney.edu.au/entries/qm-copenhagen/index.html,Who was aware of the idea of decoherence?,"if bohr had known the idea of decoherence, he would probably have had no objection to it, as several authors have pointed to it as a natural dynamical extension of his view that measurements is an irreversible amplification process.","Quantum fundamentalists must be ready to explain why the macroscopic world appears classical. An alternative to von Neumann’s projection postulate is the claim that the formalism should be read literally and that measurements do not describe the world as it really is. If Bohr had known the idea of decoherence, he would probably have had no objection to it, as several authors have pointed to it as a natural dynamical extension of his view that measurements is an irreversible amplification process.",9.0,4.0,"{'software': {'name': 'GrammarBot', 'version': '4.3.1', 'apiVersion': 1, 'premium': False, 'premiumHint': ""You might be missing errors only the Premium version can find. Upgrade to see what you're missing."", 'status': ''}, 'warnings': {'incompleteResults': False}, 'language': {'name': 'English (US)', 'code': 'en-US', 'detectedLanguage': {'name': 'English (US)', 'code': 'en-US'}}, 'matches': []}",[],True,"[{'token': Who, 'tag': 'WP'}]",,True,[],,False
1591,Copenhagen Interpretation of Quantum Mechanics,stanford.library.sydney.edu.au/entries/qm-copenhagen/index.html,"According to Popper , what type of experience does he believe there is a physical correlate to?","however, he holds on to psycho-physical parallelism as a scientific principle, which he interprets such that there exists a physical correlate to any extra-physical process of the subjective experience.","In 1932 [1996], von Neumann suggested that the entangled state of the object and the instrument collapses to a determinate state whenever a measurement takes place. This measurement process (a type 1-process as he called it) could not be described by quantum mechanics. He argues that during a measurement the actual observer gets a subjective perception of what is going on that has a non-physical nature. However, he holds on to psycho-physical parallelism as a scientific principle, which he interprets such that there exists a physical correlate to any extra-physical process of the subjective experience.",9.0,2.0,"{'software': {'name': 'GrammarBot', 'version': '4.3.1', 'apiVersion': 1, 'premium': False, 'premiumHint': ""You might be missing errors only the Premium version can find. Upgrade to see what you're missing."", 'status': ''}, 'warnings': {'incompleteResults': False}, 'language': {'name': 'English (US)', 'code': 'en-US', 'detectedLanguage': {'name': 'English (US)', 'code': 'en-US'}}, 'matches': [{'message': 'Put a space after the comma, but not before the comma', 'shortMessage': '', 'replacements': [{'value': ','}], 'offset': 19, 'length': 2, 'context': {'text': 'According to Popper , what type of experience does he believe...', 'offset': 19, 'length': 2}, 'sentence': 'According to Popper , what type of experience does he believe there is a physical correlate to?', 'type': {'typeName': 'Other'}, 'rule': {'id': 'COMMA_PARENTHESIS_WHITESPACE', 'description': 'Use of whitespace before comma and before/after parentheses', 'issueType': 'whitespace', 'category': {'id': 'TYPOGRAPHY', 'name': 'Typography'}}}]}",['TYPOGRAPHY'],True,"[{'token': what, 'tag': 'WDT'}]",,True,"[{'text': 'Popper', 'label': 'ORG'}]",,True
1592,Copenhagen Interpretation of Quantum Mechanics,stanford.library.sydney.edu.au/entries/qm-copenhagen/index.html,What does he do with psycho - physical parallelism?,"however, he holds on to psycho-physical parallelism as a scientific principle, which he interprets such that there exists a physical correlate to any extra-physical process of the subjective experience.","In 1932 [1996], von Neumann suggested that the entangled state of the object and the instrument collapses to a determinate state whenever a measurement takes place. This measurement process (a type 1-process as he called it) could not be described by quantum mechanics. He argues that during a measurement the actual observer gets a subjective perception of what is going on that has a non-physical nature. However, he holds on to psycho-physical parallelism as a scientific principle, which he interprets such that there exists a physical correlate to any extra-physical process of the subjective experience.",9.0,2.0,"{'software': {'name': 'GrammarBot', 'version': '4.3.1', 'apiVersion': 1, 'premium': False, 'premiumHint': ""You might be missing errors only the Premium version can find. Upgrade to see what you're missing."", 'status': ''}, 'warnings': {'incompleteResults': False}, 'language': {'name': 'English (US)', 'code': 'en-US', 'detectedLanguage': {'name': 'English (US)', 'code': 'en-US'}}, 'matches': []}",[],True,"[{'token': What, 'tag': 'WP'}]",,True,[],,False
1593,Copenhagen Interpretation of Quantum Mechanics,stanford.library.sydney.edu.au/entries/qm-copenhagen/index.html,What kind of outcomes are represented by the wave function symbolically?,with respect to the formalism of quantum mechanics it is particularly one’s interpretation of the wave function that determines whether one thinks of it symbolically as a tool for calculation of statistical outcomes.,"The term “pictorial representation” stands for a representation that helps us to visualize what it represents. A pictorial representation is a formalism that has an isomorphic relation to the objects it represents such that the visualized structure of the representation corresponds to a similar structure in nature. Conversely, a symbolic representation does not stand for anything visualizable. It is an abstract tool whose function it is to calculate a result whenever this representation is applied to an experimental situation. With respect to the formalism of quantum mechanics it is particularly one’s interpretation of the wave function that determines whether one thinks of it symbolically as a tool for calculation of statistical outcomes.",6.0,4.0,"{'software': {'name': 'GrammarBot', 'version': '4.3.1', 'apiVersion': 1, 'premium': False, 'premiumHint': ""You might be missing errors only the Premium version can find. Upgrade to see what you're missing."", 'status': ''}, 'warnings': {'incompleteResults': False}, 'language': {'name': 'English (US)', 'code': 'en-US', 'detectedLanguage': {'name': 'English (US)', 'code': 'en-US'}}, 'matches': []}",[],True,"[{'token': What, 'tag': 'WDT'}]",,True,[],,False
1594,Copenhagen Interpretation of Quantum Mechanics,stanford.library.sydney.edu.au/entries/qm-copenhagen/index.html,What is the symbol of the wave function symbolically used for?,with respect to the formalism of quantum mechanics it is particularly one’s interpretation of the wave function that determines whether one thinks of it symbolically as a tool for calculation of statistical outcomes.,"The term “pictorial representation” stands for a representation that helps us to visualize what it represents. A pictorial representation is a formalism that has an isomorphic relation to the objects it represents such that the visualized structure of the representation corresponds to a similar structure in nature. Conversely, a symbolic representation does not stand for anything visualizable. It is an abstract tool whose function it is to calculate a result whenever this representation is applied to an experimental situation. With respect to the formalism of quantum mechanics it is particularly one’s interpretation of the wave function that determines whether one thinks of it symbolically as a tool for calculation of statistical outcomes.",6.0,4.0,"{'software': {'name': 'GrammarBot', 'version': '4.3.1', 'apiVersion': 1, 'premium': False, 'premiumHint': ""You might be missing errors only the Premium version can find. Upgrade to see what you're missing."", 'status': ''}, 'warnings': {'incompleteResults': False}, 'language': {'name': 'English (US)', 'code': 'en-US', 'detectedLanguage': {'name': 'English (US)', 'code': 'en-US'}}, 'matches': []}",[],True,"[{'token': What, 'tag': 'WP'}]",,True,[],,False
1599,Copenhagen Interpretation of Quantum Mechanics,stanford.library.sydney.edu.au/entries/qm-copenhagen/index.html,What interpretation of quantum mechanics is regarded as representing a unitary view of quantum mechanics?,"he holds that “the copenhagen interpretation is an invention of the mid-1950s, for which heisenberg is chiefly responsible” howard: “various other physicists and philosophers, including bohm, feyerabend, hanson, and popper, hav[e] further promoted the invention in the service of their own philosophical agendas” the copenhagen interpretation of quantum mechanics is regarded as representing a unitary copenhagen point of view.","Don Howard argues that Bohr’s view on complementarity has wrongly been associated with positivism and subjectivism. He holds that “the Copenhagen interpretation is an invention of the mid-1950s, for which Heisenberg is chiefly responsible” Howard: “Various other physicists and philosophers, including Bohm, Feyerabend, Hanson, and Popper, hav[e] further promoted the invention in the service of their own philosophical agendas” The Copenhagen interpretation of quantum mechanics is regarded as representing a unitary Copenhagen point of view.",7.0,2.0,"{'software': {'name': 'GrammarBot', 'version': '4.3.1', 'apiVersion': 1, 'premium': False, 'premiumHint': ""You might be missing errors only the Premium version can find. Upgrade to see what you're missing."", 'status': ''}, 'warnings': {'incompleteResults': False}, 'language': {'name': 'English (US)', 'code': 'en-US', 'detectedLanguage': {'name': 'English (US)', 'code': 'en-US'}}, 'matches': []}",[],True,"[{'token': What, 'tag': 'WDT'}]",,True,[],,False
1601,Copenhagen Interpretation of Quantum Mechanics,stanford.library.sydney.edu.au/entries/qm-copenhagen/index.html,What is it possible to do with the effect of an observed system?,"the observation of a system does not affect its later behavior or, if observation somehow should influence this behavior, it is always possible to incorporate the effect into the prediction of the system’s later state.","In classical physics we can always draw a sharp distinction between the state of the measuring instrument being used on a system and the physical system itself. It means that the physical description of the system is objective because the definition of any later state is not dependent on measuring conditions or other observational conditions. The observation of a system does not affect its later behavior or, if observation somehow should influence this behavior, it is always possible to incorporate the effect into the prediction of the System’s later state.",2.0,2.0,"{'software': {'name': 'GrammarBot', 'version': '4.3.1', 'apiVersion': 1, 'premium': False, 'premiumHint': ""You might be missing errors only the Premium version can find. Upgrade to see what you're missing."", 'status': ''}, 'warnings': {'incompleteResults': False}, 'language': {'name': 'English (US)', 'code': 'en-US', 'detectedLanguage': {'name': 'English (US)', 'code': 'en-US'}}, 'matches': []}",[],True,"[{'token': What, 'tag': 'WP'}]",,True,[],,False
1602,Copenhagen Interpretation of Quantum Mechanics,stanford.library.sydney.edu.au/entries/qm-copenhagen/index.html,What is it possible to do with the effect of an observed system?,"the observation of a system does not affect its later behavior or, if observation somehow should influence this behavior, it is always possible to incorporate the effect into the prediction of the system’s later state.","In classical physics we can always draw a sharp distinction between the state of the measuring instrument being used on a system and the physical system itself. It means that the physical description of the system is objective because the definition of any later state is not dependent on measuring conditions or other observational conditions. The observation of a system does not affect its later behavior or, if observation somehow should influence this behavior, it is always possible to incorporate the effect into the prediction of the System’s later state.",2.0,2.0,"{'software': {'name': 'GrammarBot', 'version': '4.3.1', 'apiVersion': 1, 'premium': False, 'premiumHint': ""You might be missing errors only the Premium version can find. Upgrade to see what you're missing."", 'status': ''}, 'warnings': {'incompleteResults': False}, 'language': {'name': 'English (US)', 'code': 'en-US', 'detectedLanguage': {'name': 'English (US)', 'code': 'en-US'}}, 'matches': []}",[],True,"[{'token': What, 'tag': 'WP'}]",,True,[],,False
1603,Copenhagen Interpretation of Quantum Mechanics,stanford.library.sydney.edu.au/entries/qm-copenhagen/index.html,What did Popper believe were a result of new aspects of the observation problem?,"he believed that both theories were a result of novel aspects of the observation problem, namely the fact that observation in physics is context-dependent.","In general, Bohr considered the demands of complementarity in quantum mechanics to be logically on a par with the requirements of relativity in the theory of relativity. He believed that both theories were a result of novel aspects of the observation problem, namely the fact that observation in physics is context-dependent. This again is due to the existence of a maximum velocity of propagation of all actions in the domain of relativity and a minimum of any action in theDomain of quantum mechanics. And it is because of these universal limits that it is impossible in the Theory of relativity to make an unambiguous separation between time and space without reference to the observer.",4.0,9.0,"{'software': {'name': 'GrammarBot', 'version': '4.3.1', 'apiVersion': 1, 'premium': False, 'premiumHint': ""You might be missing errors only the Premium version can find. Upgrade to see what you're missing."", 'status': ''}, 'warnings': {'incompleteResults': False}, 'language': {'name': 'English (US)', 'code': 'en-US', 'detectedLanguage': {'name': 'English (US)', 'code': 'en-US'}}, 'matches': []}",[],True,"[{'token': What, 'tag': 'WP'}]",,True,"[{'text': 'Popper', 'label': 'ORG'}]",,True
1604,Copenhagen Interpretation of Quantum Mechanics,stanford.library.sydney.edu.au/entries/qm-copenhagen/index.html,What did Popper believe were a result of new aspects of the observation problem?,"he believed that both theories were a result of novel aspects of the observation problem, namely the fact that observation in physics is context-dependent.","In general, Bohr considered the demands of complementarity in quantum mechanics to be logically on a par with the requirements of relativity in the theory of relativity. He believed that both theories were a result of novel aspects of the observation problem, namely the fact that observation in physics is context-dependent. This again is due to the existence of a maximum velocity of propagation of all actions in the domain of relativity and a minimum of any action in theDomain of quantum mechanics. And it is because of these universal limits that it is impossible in the Theory of relativity to make an unambiguous separation between time and space without reference to the observer.",4.0,9.0,"{'software': {'name': 'GrammarBot', 'version': '4.3.1', 'apiVersion': 1, 'premium': False, 'premiumHint': ""You might be missing errors only the Premium version can find. Upgrade to see what you're missing."", 'status': ''}, 'warnings': {'incompleteResults': False}, 'language': {'name': 'English (US)', 'code': 'en-US', 'detectedLanguage': {'name': 'English (US)', 'code': 'en-US'}}, 'matches': []}",[],True,"[{'token': What, 'tag': 'WP'}]",,True,"[{'text': 'Popper', 'label': 'ORG'}]",,True
1605,Copenhagen Interpretation of Quantum Mechanics,stanford.library.sydney.edu.au/entries/qm-copenhagen/index.html,After what paper did Von Neumann state that the whole situation in atomic physics deprives of all meaning?,after the epr paper he stated quite clearly: “the whole situation in atomic physics deprives of all meaning such inherent attributes as the idealization of classical physics would ascribe to such objects”,"Einstein, Podolsky and Rosen published their famous thought-experiment with the intention of showing that quantum mechanics was incomplete. This paper had a significant influence on Bohr’s line of thought. Bohr realized that speaking of disturbance seemed to indicate that atomic objects were classical particles with definite inherent kinematic and dynamic properties. After the EPR paper he stated quite clearly: “the whole situation in atomic physics deprives of all meaning such inherent attributes as the idealization of classical physics would ascribe to such objects”",4.0,3.0,"{'software': {'name': 'GrammarBot', 'version': '4.3.1', 'apiVersion': 1, 'premium': False, 'premiumHint': ""You might be missing errors only the Premium version can find. Upgrade to see what you're missing."", 'status': ''}, 'warnings': {'incompleteResults': False}, 'language': {'name': 'English (US)', 'code': 'en-US', 'detectedLanguage': {'name': 'English (US)', 'code': 'en-US'}}, 'matches': []}",[],True,"[{'token': what, 'tag': 'WDT'}]",,True,"[{'text': 'Von Neumann', 'label': 'PERSON'}]",,True
1610,Copenhagen Interpretation of Quantum Mechanics,stanford.library.sydney.edu.au/entries/qm-copenhagen/index.html,Who saw imaginary numbers to be associated with physical quantities?,dieks concludes that in the context of quantrum mechanics bohr saw imaginary numbers to be associated with physical quantities.," quantum mechanics does not give us a ‘pictorial’ representation of the world. Neither does the theory of relativity, Bohr argued, provide us with a literal representation. Instead these theories can only be used symbolically to predict observations under well-defined conditions. Bohr’s reference to the use of imaginary number in quantum mechanics as an argument for his rejection of a pictoral representation may seem misplaced, says Dieks. Dieks concludes that in the context of quantrum mechanics Bohr saw imaginary numbers to be associated with physical quantities.",4.0,8.0,"{'software': {'name': 'GrammarBot', 'version': '4.3.1', 'apiVersion': 1, 'premium': False, 'premiumHint': ""You might be missing errors only the Premium version can find. Upgrade to see what you're missing."", 'status': ''}, 'warnings': {'incompleteResults': False}, 'language': {'name': 'English (US)', 'code': 'en-US', 'detectedLanguage': {'name': 'English (US)', 'code': 'en-US'}}, 'matches': []}",[],True,"[{'token': Who, 'tag': 'WP'}]",,True,[],,False
1612,Copenhagen Interpretation of Quantum Mechanics,stanford.library.sydney.edu.au/entries/qm-copenhagen/index.html,What force forces us to use a common language?,the classical concepts are indispensable for the description of our experience because we are forced by nature to use a common language.,"In several places Bohr speaks about the classical concepts as embodied in our common language, which is adapted to account for our physical experiences. The classical concepts are indispensable for the description of our experience because we are forced by nature to use a common language. Natural selection installs certain permanent visual cognitive schemes in our predecessors, and this cognitive adaptation explains why these schemes gain a privileged epistemic status, and keep this status in physics in terms of refined classical concepts. The selection of the word “adapted to” seems to indicate that Bohr relied on Darwin’s theory of natural selection.",5.0,9.0,"{'software': {'name': 'GrammarBot', 'version': '4.3.1', 'apiVersion': 1, 'premium': False, 'premiumHint': ""You might be missing errors only the Premium version can find. Upgrade to see what you're missing."", 'status': ''}, 'warnings': {'incompleteResults': False}, 'language': {'name': 'English (US)', 'code': 'en-US', 'detectedLanguage': {'name': 'English (US)', 'code': 'en-US'}}, 'matches': []}",[],True,"[{'token': What, 'tag': 'WP'}]",,True,[],,False
1613,Copenhagen Interpretation of Quantum Mechanics,stanford.library.sydney.edu.au/entries/qm-copenhagen/index.html,Classical concepts are indispensable for the description of what?,the classical concepts are indispensable for the description of our experience because we are forced by nature to use a common language.,"In several places Bohr speaks about the classical concepts as embodied in our common language, which is adapted to account for our physical experiences. The classical concepts are indispensable for the description of our experience because we are forced by nature to use a common language. Natural selection installs certain permanent visual cognitive schemes in our predecessors, and this cognitive adaptation explains why these schemes gain a privileged epistemic status, and keep this status in physics in terms of refined classical concepts. The selection of the word “adapted to” seems to indicate that Bohr relied on Darwin’s theory of natural selection.",5.0,9.0,"{'software': {'name': 'GrammarBot', 'version': '4.3.1', 'apiVersion': 1, 'premium': False, 'premiumHint': ""You might be missing errors only the Premium version can find. Upgrade to see what you're missing."", 'status': ''}, 'warnings': {'incompleteResults': False}, 'language': {'name': 'English (US)', 'code': 'en-US', 'detectedLanguage': {'name': 'English (US)', 'code': 'en-US'}}, 'matches': []}",[],True,"[{'token': what, 'tag': 'WP'}]",,True,[],,False
1614,Copenhagen Interpretation of Quantum Mechanics,stanford.library.sydney.edu.au/entries/qm-copenhagen/index.html,What is the unity of the system - cum - measurement?,he had in mind not only that the interaction is uncontrollable but also that the system-cum-measurement forms an inseparable unity due to the entanglement – although bohr’s did not use this term.,Bohr called this form of holism ‘the individuality’ of the atomic process. He had in mind not only that the interaction is uncontrollable but also that the system-cum-measurement forms an inseparable unity due to the entanglement – although Bohr’s did not use this term. The state of the measuring device and the state. of the object cannot be separated from each other during a measurement but. they form a dynamical whole.,4.0,4.0,"{'software': {'name': 'GrammarBot', 'version': '4.3.1', 'apiVersion': 1, 'premium': False, 'premiumHint': ""You might be missing errors only the Premium version can find. Upgrade to see what you're missing."", 'status': ''}, 'warnings': {'incompleteResults': False}, 'language': {'name': 'English (US)', 'code': 'en-US', 'detectedLanguage': {'name': 'English (US)', 'code': 'en-US'}}, 'matches': []}",[],True,"[{'token': What, 'tag': 'WP'}]",,True,[],,False
1615,Copenhagen Interpretation of Quantum Mechanics,stanford.library.sydney.edu.au/entries/qm-copenhagen/index.html,"Along with semantic , what reason did quantum theory have to be constructed for?",but he still thought that it was indispensable for both structural and semantic reasons in constructing a proper quantum theory as a generalised theory from classical mechanics.,Bohr continued to think of it as an important methodological principle in the attempt to establish a coherent quantum theory. Heisenberg’s matrix mechanics came to light under the guidance of this very principle. Bohr acknowledged that the correspondence argument failed too in those cases where particular non-classical concepts have to be introduced into the description of atoms. But he still thought that it was indispensable for both structural and semantic reasons in constructing a proper quantum theory as a generalised theory from classical mechanics.,3.0,3.0,"{'software': {'name': 'GrammarBot', 'version': '4.3.1', 'apiVersion': 1, 'premium': False, 'premiumHint': ""You might be missing errors only the Premium version can find. Upgrade to see what you're missing."", 'status': ''}, 'warnings': {'incompleteResults': False}, 'language': {'name': 'English (US)', 'code': 'en-US', 'detectedLanguage': {'name': 'English (US)', 'code': 'en-US'}}, 'matches': [{'message': 'Put a space after the comma, but not before the comma', 'shortMessage': '', 'replacements': [{'value': ','}], 'offset': 19, 'length': 2, 'context': {'text': 'Along with semantic , what reason did quantum theory have to ...', 'offset': 19, 'length': 2}, 'sentence': 'Along with semantic , what reason did quantum theory have to be constructed for?', 'type': {'typeName': 'Other'}, 'rule': {'id': 'COMMA_PARENTHESIS_WHITESPACE', 'description': 'Use of whitespace before comma and before/after parentheses', 'issueType': 'whitespace', 'category': {'id': 'TYPOGRAPHY', 'name': 'Typography'}}}]}",['TYPOGRAPHY'],True,"[{'token': what, 'tag': 'WP'}]",,True,[],,False
1617,Copenhagen Interpretation of Quantum Mechanics,stanford.library.sydney.edu.au/entries/qm-copenhagen/index.html,The theory of relativity is not compatible with what theory?,he concludes that the theory is not compatible with the theory of relativity.,"Heisenberg understood complementarity between the space-time description and causal description. A quotation from Heisenberg shows how much he misunderstood Bohr in spite of their previously close working relationship. Camilleri then shows how Heisenburg’s view of complementarity differs from Bohr‘s. The theory holds between the classical description of experimental phenomena and the description of the state of the system in terms of the wave function, he says. He concludes that the theory is not compatible with the theory of relativity.",8.0,3.0,"{'software': {'name': 'GrammarBot', 'version': '4.3.1', 'apiVersion': 1, 'premium': False, 'premiumHint': ""You might be missing errors only the Premium version can find. Upgrade to see what you're missing."", 'status': ''}, 'warnings': {'incompleteResults': False}, 'language': {'name': 'English (US)', 'code': 'en-US', 'detectedLanguage': {'name': 'English (US)', 'code': 'en-US'}}, 'matches': []}",[],True,"[{'token': what, 'tag': 'WP'}]",,True,[],,False
1618,Copenhagen Interpretation of Quantum Mechanics,stanford.library.sydney.edu.au/entries/qm-copenhagen/index.html,The theory of relativity is not compatible with what theory?,he concludes that the theory is not compatible with the theory of relativity.,"Heisenberg understood complementarity between the space-time description and causal description. A quotation from Heisenberg shows how much he misunderstood Bohr in spite of their previously close working relationship. Camilleri then shows how Heisenburg’s view of complementarity differs from Bohr‘s. The theory holds between the classical description of experimental phenomena and the description of the state of the system in terms of the wave function, he says. He concludes that the theory is not compatible with the theory of relativity.",8.0,3.0,"{'software': {'name': 'GrammarBot', 'version': '4.3.1', 'apiVersion': 1, 'premium': False, 'premiumHint': ""You might be missing errors only the Premium version can find. Upgrade to see what you're missing."", 'status': ''}, 'warnings': {'incompleteResults': False}, 'language': {'name': 'English (US)', 'code': 'en-US', 'detectedLanguage': {'name': 'English (US)', 'code': 'en-US'}}, 'matches': []}",[],True,"[{'token': what, 'tag': 'WP'}]",,True,[],,False
1620,Copenhagen Interpretation of Quantum Mechanics,stanford.library.sydney.edu.au/entries/qm-copenhagen/index.html,What did he not think of it as?,he did not think of it as a problem confined to the observation of atoms alone.,"Bohr flatly denied the ontological thesis that the subject has any direct impact on the outcome of a measurement. He did not think of it as a problem confined to the observation of atoms alone. There exists, according to Bohr, no view from nowhere in virtue of which quantum objects can be described. Bohr was expressing the thesis that all observations in physics are in fact context-dependent. He said that “the theory of relativity reminds us of the subjective character of all physical phenomena”",7.0,5.0,"{'software': {'name': 'GrammarBot', 'version': '4.3.1', 'apiVersion': 1, 'premium': False, 'premiumHint': ""You might be missing errors only the Premium version can find. Upgrade to see what you're missing."", 'status': ''}, 'warnings': {'incompleteResults': False}, 'language': {'name': 'English (US)', 'code': 'en-US', 'detectedLanguage': {'name': 'English (US)', 'code': 'en-US'}}, 'matches': []}",[],True,"[{'token': What, 'tag': 'WP'}]",,True,[],,False
1621,Copenhagen Interpretation of Quantum Mechanics,stanford.library.sydney.edu.au/entries/qm-copenhagen/index.html,What type of system is the measuring instrument used on?,in classical physics we can always draw a sharp distinction between the state of the measuring instrument being used on a system and the physical system itself.,"In classical physics we can always draw a sharp distinction between the state of the measuring instrument being used on a system and the physical system itself. It means that the physical description of the system is objective because the definition of any later state is not dependent on measuring conditions or other observational conditions. The observation of a system does not affect its later behavior or, if observation somehow should influence this behavior, it is always possible to incorporate the effect into the prediction of the System’s later state.",2.0,2.0,"{'software': {'name': 'GrammarBot', 'version': '4.3.1', 'apiVersion': 1, 'premium': False, 'premiumHint': ""You might be missing errors only the Premium version can find. Upgrade to see what you're missing."", 'status': ''}, 'warnings': {'incompleteResults': False}, 'language': {'name': 'English (US)', 'code': 'en-US', 'detectedLanguage': {'name': 'English (US)', 'code': 'en-US'}}, 'matches': []}",[],True,"[{'token': What, 'tag': 'WDT'}]",,True,[],,False
1622,Copenhagen Interpretation of Quantum Mechanics,stanford.library.sydney.edu.au/entries/qm-copenhagen/index.html,The account of all evidence must be expressed in what kind of terms?,"it is decisive to recognize that, however far the phenomena transcend the scope of classical physical explanation, the account of all evidence must be expressed in classical terms.","It is decisive to recognize that, however far the phenomena transcend the scope of classical physical explanation, the account of all evidence must be expressed in classical terms. The argument is simply that by the word ‘experiment’ we refer to a situation where we can tell to others what we have done and what we've learned. The account of the experimental arrangement and of the results of the observations must be. expressed in unambiguous language with suitable application of the terminology. of classical physics.",5.0,3.0,"{'software': {'name': 'GrammarBot', 'version': '4.3.1', 'apiVersion': 1, 'premium': False, 'premiumHint': ""You might be missing errors only the Premium version can find. Upgrade to see what you're missing."", 'status': ''}, 'warnings': {'incompleteResults': False}, 'language': {'name': 'English (US)', 'code': 'en-US', 'detectedLanguage': {'name': 'English (US)', 'code': 'en-US'}}, 'matches': []}",[],True,"[{'token': what, 'tag': 'WP'}]",,True,[],,False
1624,Copenhagen Interpretation of Quantum Mechanics,stanford.library.sydney.edu.au/entries/qm-copenhagen/index.html,Dorato argues that the interaction between quantum and what system is irreversible?,dorato argues by referring to the interaction between the quantum and the classical system as an irreversible physical process bohr seems to need a constructive approach to quantum mechanics that he wants to avoid.,"Dorato argues that Bohr needed to postulate something ontologically distinct from the realm of quantum mechanics. By following Zinkernagel, he claims that this problem is somewhat softened by Bohr’s contextualist theory of measurement. However, Bohr's holism, according to which the measuring device and quantum object are in state of entanglement, is in objective tension with his thesis of an ontological distinction. Dorato argues by referring to the interaction between the quantum and the classical system as an irreversible physical process Bohr seems to need a constructive approach to quantum mechanics that he wants to avoid.",9.0,9.0,"{'software': {'name': 'GrammarBot', 'version': '4.3.1', 'apiVersion': 1, 'premium': False, 'premiumHint': ""You might be missing errors only the Premium version can find. Upgrade to see what you're missing."", 'status': ''}, 'warnings': {'incompleteResults': False}, 'language': {'name': 'English (US)', 'code': 'en-US', 'detectedLanguage': {'name': 'English (US)', 'code': 'en-US'}}, 'matches': [{'message': 'Possible spelling mistake found', 'shortMessage': 'Spelling mistake', 'replacements': [{'value': 'Dora to'}], 'offset': 0, 'length': 6, 'context': {'text': 'Dorato argues that the interaction between qua...', 'offset': 0, 'length': 6}, 'sentence': 'Dorato argues that the interaction between quantum and what system is irreversible?', 'type': {'typeName': 'Other'}, 'rule': {'id': 'MORFOLOGIK_RULE_EN_US', 'description': 'Possible spelling mistake', 'issueType': 'misspelling', 'category': {'id': 'TYPOS', 'name': 'Possible Typo'}}}]}",['TYPOS'],False,"[{'token': what, 'tag': 'WP'}]",,True,"[{'text': 'Dorato', 'label': 'PERSON'}, {'text': 'quantum', 'label': 'ORG'}]",,True
1626,Copenhagen Interpretation of Quantum Mechanics,stanford.library.sydney.edu.au/entries/qm-copenhagen/index.html,The definition of a system is objective because the definition of what?,it means that the physical description of the system is objective because the definition of any later state is not dependent on measuring conditions or other observational conditions.,"In classical physics we can always draw a sharp distinction between the state of the measuring instrument being used on a system and the physical system itself. It means that the physical description of the system is objective because the definition of any later state is not dependent on measuring conditions or other observational conditions. The observation of a system does not affect its later behavior or, if observation somehow should influence this behavior, it is always possible to incorporate the effect into the prediction of the System’s later state.",2.0,2.0,"{'software': {'name': 'GrammarBot', 'version': '4.3.1', 'apiVersion': 1, 'premium': False, 'premiumHint': ""You might be missing errors only the Premium version can find. Upgrade to see what you're missing."", 'status': ''}, 'warnings': {'incompleteResults': False}, 'language': {'name': 'English (US)', 'code': 'en-US', 'detectedLanguage': {'name': 'English (US)', 'code': 'en-US'}}, 'matches': []}",[],True,"[{'token': what, 'tag': 'WP'}]",,True,[],,False
